Title,Lyrics,Embedding,Q1,Q2,Q3,Q4,Quartile
Let’s Ride,"et’s Ride Lyrics[Chorus]
Me and you, let's ride, baby girl
Me and you, let's ride, baby girl
Me and you, let's ride, baby girl
Me and you, let's ride, baby girl

[Verse 1]
In this mackin' game, I'm too cold
The way I'm winnin' all these stars got my head swole
From these dimes, I get pulled
These gals strangers to each other and they got my car full
I'm on a new plateau
With so many gals around me, some I don't even know
Thirty-six gals, six the last year in senior high
Ten black, ten Asian, eight Lat', eight white
When I pick 'em up from school, they look good what they wearin'
They hop in my car, while stupid niggas starin'
I'm comin' up fast
Lockin' up these models, with all this cash
Man, my life potent
My win game off the chain, I keep an unreal quotient
And you blockers can't make it cease
It'll never go down, only increase

[Chorus]
Me and you, let's ride, baby girl
Me and you, let's ride, baby girl
Me and you, let's ride, baby girl
Me and you, let's ride, baby girl
You might also like[Verse 2]
Sometimes they just post me up
Lock me down in my spot, so I can't get up
But when we go out, it's whatever they want to do
Movies, fine cuisine, sometimes, the two
Find they asses no boundaries
It's like they my bodyguards, the way they surround me
And they start textin' me when I have 'em home
They hit me so much, shit gets stuck in my phone
'Cause where we go it's whenever
Rain, sleet, snow, it don't matter the weather
And sometimes when it's dark
They take me to go parlay at the park
Folks see it and they wonder what's goin' on
Then they see it's me, and they just move on
That's everyday in my life
Nothin' goin' wrong, everything goin' right

[Chorus]
Me and you, let's ride, baby girl
Me and you, let's ride, baby girl
Me and you, let's ride, baby girl
Me and you, let's ride, baby girl
Me and you, let's ride, baby girl
Me and you, let's ride, baby girl
Me and you, let's ride, baby girl
Me and you, let's ride, baby girlEmbed","[-0.03396679  0.02573334 -0.00914605 ... -0.00263131  0.03899264
 -0.00450449]",0.97555226,0.79560065,0.8656477,0.8542257,Q1
Her System’s Bumpin’,"er System’s Bumpin’ Lyrics[Chorus: Ice LaBell]
I'm bumpin' on them twenties
You fellas can't hang with me
You can't believe it's coming from the ride of a lady
I'm bumpin' on them twenties
You fellas can't hang with me
You can't believe it's coming from the ride of a lady

[Verse 1: Viper]
Where the ladies at? Ridin' two hoes
I pull up to the club, I hear a truck pumpin' throat
I hear it as I pull, in the lot of the spot
Thought it was a head, but it was not
When I pump, the bass, shook my rear view
I was drippin', she was makin' a bass monsoon
I hop out my vehicle, and look in her eyes
Two seconds in, more like five
Hours, 'bout to fall in the scene
Peepin' out my '04 Expedition, shiny clean
Ladies, where ya at?
Makin money, lettin' assets stack
Buildin' empires, female sires
Burnin' corporate structures, higher and fire
That's real, get paid, while I rise
And if it's rainin', catch me out the sky
You might also like[Chorus: Ice LaBell]
I'm bumpin' on them twenties
You fellas can't hang with me
You can't believe it's coming from the ride of a lady
I'm bumpin' on them twenties
You fellas can't hang with me
You can't believe it's coming from the ride of a lady

[Verse 2: Viper]
As I step in the club, yeah, I see her, there she go
The same female that was bumpin' in that low
If she knew the way she looks back
If she gets close, time to react
I make her walk around, and sit a bit away
Last night I drank beer, so it's liquor today
I'm parlayin', passin' here to catch a clown
While chillin', listenin' to the club sound
I see her from afar, we glance at a distance
I play it cool, 'cause I'm never persistent
Then she gets up, and makes a loop around
Then she sits about six-feet down
From a balla, I ask about her system she says, ""Amplify""
How could a girl that fire, have such a tight ride?
She said I was cute, plus I'm rich, so it's on
Where the ladies at? Rollin' with chrome
[Chorus: Ice LaBell]
I'm bumpin' on them twenties
You fellas can't hang with me
You can't believe it's coming from the ride of a lady
I'm bumpin' on them twenties
You fellas can't hang with me
You can't believe it's coming from the ride of a ladyEmbed","[-0.04380795 -0.00218759 -0.02765328 ...  0.00244016  0.03260333
 -0.00075369]",0.78323126,0.6563536,0.6335285,0.5475746,Q1
It’s Plain To See,"t’s Plain To See Lyrics[Chorus: Viper and Jdejinae]
It's plain to see, my love's for thugs (It's plain to see)
Never to hate 'cause ballers keep it crunk (My clique is just greater)
As I tussle my struggle, born to maintain
Locked in the game, I let my mind be tamed (And these boys got my back, so you know what's up)
It's plain to see, my love's for thugs (It's plain to see)
Never to hate 'cause ballers keep it crunk (My clique is just greater)
As I tussle my struggle, born to maintain
Locked in the game, I let my mind be tamed (And these boys got my back, so you know what's up)

[Verse 1: Viper]
I flip through, rollin', while my bass is hittin'
'Woofer's kickin', it's time to be rippin'
I gots to show love to them thugs, in the back and the front
We keepin' it real, and that is what's up
Thug is a definition that I got in my mind
Thugs: Boys pumpin' rap all the time
I see playas drinkin', G style flossin'
Back of the club, mugs keep hoppin'
So trill, keepin the baller crunk
As a playa' throws a deuce up
Written like literature, you know the picture
Everybody in the house, I wanna see you with ya
Hands in the air, on the deuce bases
Many different people, and many different places
Many different faces, ridin' through the roll
Playa, throw it up, as we kick it with soul
You might also like[Chorus: Viper and Jdejinae]
It's plain to see, my love's for thugs (It's plain to see)
Never to hate 'cause ballers keep it crunk (My clique is just greater)
As I tussle my struggle, born to maintain
Locked in the game, I let my mind be tamed (And these boys got my back, so you know what's up)
It's plain to see, my love's for thugs (It's plain to see)
Never to hate 'cause ballers keep it crunk (My clique is just greater)
As I tussle my struggle, born to maintain
Locked in the game, I let my mind be tamed (And these boys got my back, so you know what's up)

[Verse 2: Viper]
So I'm throwin' up the deuce
All my ladies out there I wanna see you groove
Opportunities get scoped
An MC, host with the most
Where my thugs at? A player like me
You might see parlayin' in the place to be
As I fall through the mall, you know I'm gon' call
Hittin' my cell, give me a call
Let's holla 'bout this major paper chase that we're tryin'
Thugs never cryin', ocean front glidin'
When it comes to this thug life, where I'm sittin'
I'm the type of G who's gonna keep on livin'
Givin' to the C-O-M-M-U-N-I-T-Y
Tell me, can you feel me as my lyrics travel through the sky?
I'ma keep on going on going till the day that I dizz-ie
And lay it down in the ground and ride
[Chorus: Viper and Jdejinae]
It's plain to see, my love's for thugs (It's plain to see)
Never to hate 'cause ballers keep it crunk (My clique is just greater)
As I tussle my struggle, born to maintain
Locked in the game, I let my mind be tamed (And these boys got my back, so you know what's up)
It's plain to see, my love's for thugs (It's plain to see)
Never to hate 'cause ballers keep it crunk (My clique is just greater)
As I tussle my struggle, born to maintain
Locked in the game, I let my mind be tamed (And these boys got my back, so you know what's up)
It's plain to see, my love's for thugs (It's plain to see)
Never to hate 'cause ballers keep it crunk (My clique is just greater)
As I tussle my struggle, born to maintain
Locked in the game, I let my mind be tamed (And these boys got my back, so you know what's up)
It's plain to see, my love's for thugs (It's plain to see)
Never to hate 'cause ballers keep it crunk (My clique is just greater)
As I tussle my struggle, born to maintain
Locked in the game, I let my mind be tamed (And these boys got my back, so you know what's up)
It's plain to seeEmbed","[-0.02687311  0.00261937 -0.02085152 ... -0.00122442  0.01101721
 -0.01135615]",0.7537339,0.7647671,0.6687312,0.565686,Q2
My Money Rolls,"y Money Rolls Lyrics[Chorus]
Knots, cash in my pockets
And what's a trip, ain't nobody hockin'
I'm stackin', stackin', and it ain't stoppin'
My baggin', baggin', man I'm clockin'
Knots, cash in my pockets
And what's a trip, ain't nobody hockin'
I'm stackin', stackin', and it ain't stoppin'
My baggin', baggin', man I'm clockin'

[Verse]
I don't give a fuck
I really don't care, these boys are mad out of luck
And I know it sucks
When they a flosser comin' up
But it's cool, 'cause they don't test me
They know if they do, it's gon' get messy
So don't even touch me, bitch, your hatred
It makes it easier to say I made it
Envy flowin' within you
Gonna be the reason the bullets gon' spin you
Ask yourself, is it worth it?
To lose my life, 'cause a nigga workin'?
Then ask yourself, ""Do I wanna die?
'Cause a nigga ballin' really high?""
Chill, you gon' get your fifteen of fame
Only difference is that I'ma be already paid
You might also like[Chorus]
Knots, cash in my pockets
And what's a trip, ain't nobody hockin'
I'm stackin', stackin', and it ain't stoppin'
My baggin', baggin', man I'm clockin'
Knots, cash in my pockets
And what's a trip, ain't nobody hockin'
I'm stackin', stackin', and it ain't stoppin'
My baggin', baggin', man I'm clockin'Embed","[-0.01357258  0.02842158  0.0007199  ... -0.01387688  0.02013327
 -0.01566834]",0.7497485,0.77101153,0.72966033,0.64237416,Q2
Cocaine Lifestyle (I Be Possesin’ And Hauntin’ Tha Bones Of Sum Demonic Crazy Skeleton Toy Tonite),"ocaine Lifestyle (I Be Possesin’ And Hauntin’ Tha Bones Of Sum Demonic Crazy Skeleton Toy Tonite) Lyrics[Chorus]
Let's get to the money
Let's get to the dough
That's my game, all of my home
Let's get to the money
Let's get to the bread
That's all the shit in my head

[Verse]
We getting to the money and it ain't a joke
You can count me in the cut or in that cocaine
It's always been my main game
Snitches hating and I knew it wasn't nothing
I'm moving work, soul playa
And I'm living being, cause I'm so major
Catch me on the block with that dope
I got these haters living with no hope
I'm winnin' in this game like it's nothing
All I know is getting money and stuntin'
I keep these baller haters jealous
That's why they stay so overzealous
This cocaine lifestyle is all I ever knew
And that's why I make that work do what it do
Like keeping me in things that's new
And running circles around these fools
You might also like[Chorus]
Let's get to the money
Let's get to the dough
That's my game, all of my home
Let's get to the money
Let's get to the bread
That's all the shit in my head
Let's get to the money
Let's get to the dough
That's my game, all of my home
Let's get to the money
Let's get to the bread
That's all the shit in my head

[Verse]
We getting to the money and it ain't a joke
You can count me in the cut or in that cocaine
It's always been my main game
Snitches hating and I knew it wasn't nothing
I'm moving work, soul playa
And I'm living being, cause I'm so major
Catch me on the block with that dope
I got these haters living with no hope

[Chorus]
Let's get to the money
Let's get to the dough
That's my game, all of my home
Let's get to the money
Let's get to the bread
That's all the shit in my headEmbed","[-0.0267725   0.03598516 -0.02661207 ...  0.00265315  0.02660144
  0.00198399]",0.7583345,0.8010136,0.67552644,0.57819957,Q2
This Is For...,"his Is For... Lyrics[Intro]
(os er'uoY)

[Chorus]
This is for all of the bitch-made
Boys who think this shit is a game (os er'uoY)
This is for all of the bitch-made
Boys who think this shit is a game (os er'uoY)

[Verse 1]
In my mind I was paintin' a picture
About how my .44 gon' hit ya
'Bout how your boys couldn't get with me (os er'uoY)
Now you all limped over for the world to see
Fast as lightnin' with my trigger finger
And there's no way to catch me in a linger
Though you did the best you can (os er'uoY)
I'm a pro and I **** your plan
When you was hidin', I was hidin' too
We was playing tag-tag, but I won, fool
Did an open field redrum (os er'uoY)
And walked off as your body got numb
You ain't see me hidin' low with that laser beam
That hit you before your bitch-ass screamed
And that's how it went on (os er'uoY)
One sting from the chrome
You might also like[Chorus]
This is for all of the bitch-made
Boys who think this shit is a game (os er'uoY)
This is for all of the bitch-made
Boys who think this shit is a game (os er'uoY)

[Verse 2]
Yeah, I heard on me you wanted to be frontin'
But I won in this game of huntin'
Played you like a deer that was stuck in the woods (os er'uoY)
And kept a trophy to brag about my goods
Yeah, mothafucka, you protected the wrong way
Now you got your life took today
One shot to the chest from my .44 (os er'uoY)
Got you kickin' your leg, and movin' slow
It was kinda like paintball
'Cept when you got hit, you ain't go back to base, you got stalled
And there ain't a second game (os er'uoY)
Your ass is dead, mane
I was left the winner
'Cause I was advanced, and you was just a beginner
One shot did the lick (os er'uoY)
Now I'm laying back, reminiscin' on the hit

[Chorus]
This is for all of the bitch-made
Boys who think this shit is a game (os er'uoY)
This is for all of the bitch-made
Boys who think this shit is a game (os er'uoY)
(Os er'uoy)
(Os er'uoy)Embed","[-0.01521777  0.02627556 -0.00572463 ... -0.0171735   0.04331147
  0.01474004]",0.7734156,0.8468549,0.7577695,0.64930356,Q2
Piece of Mind,"iece of Mind Lyrics[Hook]
I'mma let them find
Piece of mind
When they see a thug stuck on grind
I'mma let them find
Piece of mind
When they see a thug stuck on grind
I'mma let them find
Piece of mind
When they see a thug stuck on grind
I'mma let them find
Piece of mind
When they see a thug stuck on grind

[Verse 1]
Enemy's challenge is a mistake
I'm dustin' off haters with a Shake 'n Bake
In the Fight Club, lose, but still try to salvage
Whatever they did, but they can't manage
Because I'm too talented, lively and energetic
They hate my swag - my cash, they detest it
Anti-supporters are incapable
Of stopping this, as I'm makin' the
Competition, concede to me
[?]
I make all this money 'cause I'm a G
These snitches can't figure out my salary
Or who I be, 'cause I'm so real
I work several times a day, I collect the mail
I'm also known as The Paper Man
I got mail, cash and checks in my hand
You might also like[Hook]
I'mma let them find
Piece of mind
When they see a thug stuck on grind
I'mma let them find
Piece of mind
When they see a thug stuck on grind
I'mma let them find
Piece of mind
When they see a thug stuck on grind
I'mma let them find
Piece of mind
When they see a thug stuck on grind

[Verse 2]
My grind is enhanced
By my shine
It puts cuties in a trance
All the bad girls, I own
They have a second life in my home
Meanwhile, what's enemy's logic?
They don't wanna battle, but yet they wanna stop this
So why do they maintain resistance
They punishment increase 'cause they stay persistent
[?]
Never again will they test the cash I make
[Hook]
I'mma let them find
Piece of mind
When they see a thug stuck on grind
I'mma let them find
Piece of mind
When they see a thug stuck on grind
I'mma let them find
Piece of mind
When they see a thug stuck on grind
I'mma let them find
Piece of mind
When they see a thug stuck on grindEmbed","[ 0.00728915  0.03453922 -0.00160879 ...  0.00279278  0.04452118
  0.02759641]",0.74551034,0.8344816,0.7406086,0.622929,Q2
My Car Run On Coke,"y Car Run On Coke Lyrics[Intro]
(Need a real G, like me)

[Chorus]
I know what she need a real G, like me
A made hustler, that can sweep her up off her feet
And I'm the one, cause my money game hit straight
These other cats already got too much on they plate
Escape, to a new level wit my cash
She feel inclined I bust her up, for the jazz
Imma win her over, with love and loot
Them other dudes then stop tryin' cause they get the boot

[Bridge x2]
I can't keep you off my mind from the time we spend
The top cash, gotta love it from my dividends
I'm bein' nice, so Imma show her off to the fellas
And to these haters, so y'all stay jealous

[Verse]
Money shine, gone keep the girl right
I got the power, to keep her good day and night
The money, gone keep her pacified
On the crew, I can get her if I hardly tried
Come to find out I'm more, than a hustler
She probably come with me, cause she know I can trust her
Now blame game, got her in a new frame
If I don't snatch her up, others gone do the same
I think she found my personality behind the cash
The competition ain't try cause they couldn't last
The power of my money get me thinkin' real deep
Ever sincere, is my intention to be
I hit a stang, now the money game turn me loose
Or will she feel me cause I'm playin' by my own rules?
I know she real, cause my swag got me flexin'
A superstar with money not just directly
You might also like[Chorus]
I know what she need a real G, like me
A made hustler, that can sweep her up off her feet
And I'm the one, cause my money game hit straight
These other cats already got too much on they plate
Escape, to a new level wit my cash
She feel inclined I bust her up, for the jazz
Imma win her over, with love and loot
Them other dudes then stop tryin' cause they get the boot

[Outro]
I think she found my personality behind the cash
The competition ain't try cause they couldn't last
The power of my money get me thinkin' real deep
Ever sincere, is my intention to be
I hit a stang, now the money game turn my loose
Or will she feel me cause I'm playing by my own rules?
I know she real, cause my swag got me flexin'
A superstar with money not just directlyEmbed","[-3.2935601e-05  4.0335272e-02 -2.0978948e-02 ...  9.9868774e-03
  2.6893549e-02  1.2756919e-02]",0.86937755,0.66136533,0.69229925,0.62201214,Q1
When You Move It,"hen You Move It Lyrics[Chorus]
Aw, baby when you move it, and you groove it
And you grind it, please rewind it
When you move it, and you groove it
And you grind it, please rewind it
When you move it, and you groove it
And you grind it, please rewind it

[Verse 1]
The way that body lookin', got a hustla' on pause
Tryna' get you on my team, and outta them drawers
Let me go 'n throw my word game
Tryna' get you out the thong and into the range
It's strange, the way you make me feel
Is it your personality or sex appeal?
I don't know, but you got my attention
And it's a few things I got to mention
This girl got the face of an angel
It's like you're looking at a queen from every angle
A mug like that is hard to find
The dimple in her chin damn-near bigger than mine
The backside, looks so damn clean
With the prettiest legs a nigga ever seen
Smooth ass skin, with the six pack
Perfect all around, you'll fall in love with that
You might also like[Chorus]
Aw baby when you move it, and you groove it
And you grind it, please rewind it
When you move it, and you groove it
And you grind it, please rewind it
When you move it, and you groove it
And you grind it, please rewind it
When you move it, and you groove it
And you grind it, please rewind it

[Verse 2]
Damn baby girl, body off the chain
You a work of art that's stuck in my brain
I'm like ""Man, this girl is fine
I gotta put her down as a girl of mine""
I'm inclined to throw up my weight
The fact that I'm winnin' in this paper chase
But she ain't even trippin' on the cash I'm foldin'
This girl don't have no ulterior motives!
She just ballin' for me 'cause I'm grindin'
Though she probably do like the way these diamonds shinin'
Rainbow colors, blue, green, yellow, red
Flashin' through her mind, and goin' through her head
It's somethin' 'bout the way she looks in my eyes
She ain't 'fraid to stare, and with me, that's alright
Never had a boyfriend, just turned nineteen
She want me to be the one to turn her on to the scene
[Chorus]
Aw baby when you move it, and you groove it
And you grind it, please rewind it
When you—
Aw baby when you move it, and you groove it
And you grind it, please rewind it
When you move it, and you groove it
And you grind it, please rewind it
When you—
Aw baby when you move it, and you groove it
And you grind it, please rewind it
When you move it, and you groove it
And you grind it, please rewind it
When you—
Aw baby when you—Embed","[-0.00131405  0.02409137  0.03191226 ...  0.02044915  0.05218333
  0.00096399]",0.90144205,0.6190401,0.722988,0.67955303,Q1
The Spot,"he Spot Lyrics[Chorus]
How could a girl be so hot?
And more than that, she gon' let me hit the spot
How could a girl be so hot?
And more than that, she gon' let me hit the spot
How could a girl be so hot?
And more than that, she gon' let me hit the spot
How could a girl be so hot?
And more than that, she gon' let me hit the spot

[Verse 1]
Yeah, baby, you're lookin' real good
I'm lovin' the fact that I went through the hood
And you was wearin' a miniskirt
Lookin' so fine, I had to flirt
I was like ""Yeah, what's up, baby girl?
When I saw you, I had to make a U-turn, girl
That body was slammin'
Remindin' me of when I was in college, crammin'
Tryin' to hurry up, so I can go out and play
With a girl like you,"" that talk made her day
That's how I feel
Let's ride out, in the sunset, for real
Just me and you
It'd be so much fun, you wouldn't know what to do
'Cause a light set it off
And our paths then crossed
You might also like[Chorus]
How could a girl be so hot?
More than that, she gon' let me hit the spot
How could a girl be so hot?
More than that, she gon' let me hit the spot
How could a girl be so hot?
More than that, she gon' let me hit the spot
How could a girl be so hot?
More than that, she gon' let me hit the spot

[Verse 2]
Damn, how could a girl be so fine?
I'm like, man, this shit gon' tie
Perfect all over, I mean no flaws
And she already said I'ma get them drawls
I done spit game to get her in my place
And I ain't trippin', if the diamonds got in her face
Yeah, it's goin' down
I'ma get her to the crib and I'm gon' clown
That body like perfect
And she gon' peep by to how a gangster work it
I'ma take her to my bedroom
And make it official, like I was a goon
When we finish, we gon' pimp
Ridin' out in the droptop six
Then I'ma pick her up next week
And let her hear the words that I speak
[Chorus]
How could a girl be so hot?
More than that, she gon' let me hit the spot
How could a girl be so hot?
More than that, she gon' let me hit the spot
How could a girl be so hot?
More than that, she gon' let me hit the spot
How could a girl be so hot?
More than that, she gon' let me hit the spot

(—eerht eno eerhT)
(esaelp ,rebmun eht s'tahW)
(olleH)
(llac enohp tcelloc a ekam ot deen I)
(nagihciM ,tiorteD)
(esaelp—)

(—eerht eno eerhT)
(esaelp ,rebmun eht s'tahW)
(olleH)
(llac enohp tcelloc a ekam ot deen I)
(nagihciM ,tiorteD)1Embed","[-0.00246705  0.01302906  0.0053659  ... -0.00285958  0.01195196
  0.02337982]",0.9541071,0.6367372,0.81446683,0.8066491,Q1
You’ll Doin Well With Self-Isolation? I Bought All The Toilet Paper,"ou’ll Doin Well With Self-Isolation? I Bought All The Toilet Paper Lyrics[Chorus]
Boys want my life
And I ain't trippin
Always ready
Always willin'
If the hollows fly
I'll be chillin
Forever blood even if mine spillin'
Boys want my life
And I ain't trippin
Always ready
Always willin'
If the hollows fly
I'll be chillin
Forever blood even if mine spillin'

[Verse 1]
My cash game is endless
I only chill with girls not dudes so I'm friendless
My green game is incalculable
Daily I can't add it up, my time is too valuable
I mash on these boys, with merciless precision
They don't stand a chance, it's shown by their mannerisms
I dominate competition from the start
They see total annihilation 'cause they got no heart
To these dudes I ain't polite
Let these bustas see, that this is real life
My stangs are so unique
They got all the ladies lovin' my techniques
Forever blood 5-9 Piru
Cocaine empire highway clique
What they gon' do
Nothin
But watch me ball
And plot on my life as my new ride crawl
You might also like[Chorus]
Boys want my life
And I ain't trippin
Always ready
Always willin'
If the hollows fly
I'll be chillin
Forever blood even if mine spillin'
Boys want my life
And I ain't trippin
Always ready
Always willin'
If the hollows fly
I'll be chillin
Forever blood even if mine spillin'

[Verse 2]
Competition is becoming an endangered species
Boys don't want none of me
Cutie pies say my shine grind is so impressive
That's why with me all the girls are so protective
I'm making sure these dudes have a bad temper
I keep em on they feelings as they minds I enter
I'm not letting boys be cool I'm keepin' em mean
That helps em understand why they're fallin' off the scene
My cash stack is so high and increasin' steady
It's got me chillin' and relaxin' as i get more fetti
To these fellas, I'm causin' harm
I'm the coolest in the world like when I was in prison forms
The gorgeous girls, hearts I prevail
And with, only me they bail
They know the realest nigga when they see it
It's me
And you can't be it
[Chorus]
Boys want my life
And I ain't trippin
Always ready
Always willin'
If the hollows fly
I'll be chillin
Forever blood even if mine spillin'
Boys want my life
And I ain't trippin
Always ready
Always willin'
If the hollows fly
I'll be chillin
Forever blood even if mine spillin'Embed","[-9.7491906e-04  2.6903031e-02 -3.7178241e-02 ...  6.4871348e-03
  2.3030311e-02 -3.5020927e-05]",0.8204122,0.8331998,0.7781994,0.72293663,Q2
It Ain’t A Thing Like Shinin’,"t Ain’t A Thing Like Shinin’ Lyrics[Chorus]
It ain't nothin' like shinin'
Find me reclinin'
In somethin' new
When it comes to this blang game, I'm a fool
It ain't nothin' like shinin'
Find me reclinin'
In somethin' new
When it comes to this blang game, I'm a fool

[Verse 1]
I'm the coldest shinin'
Models knock me off then they smash rewinding
That means they rewind the action the next day
And let me hit the same way
Or if I want, they let me change it up
And let me knock 'em down any way that I want
This cash got these stars goin' crazy
But the way I got 'em don't even amaze me
I done got paid, bad chicks on my jimmy
Now, all they bodies, they all give me
My diamonds blang as I mall by my cheese
While these haters thinkin' they can be like me, I'm sayin' ""Please""
And they tryin' everything to keep me from my green
They even threw me in the penitentiary
But it ain't work, and I ain't goin' back
And now I'm locked in on unendin' cash
Now I'm makin' major bread, free or incarcerated
They can't stop my money flow, and now these shina haters hatin'
Everyday a new spot, everyday a bad chick
Everyday new bread, protected by a goon clique
Cutthroat thugs that'll put you to sleep
Just for thinkin' bout testin' V
Cause a lot of marks hate instead of keepin' it G
They change the root of all evil to jealousy
You might also like[Chorus]
It ain't nothin' like shinin'
Find me reclinin'
In somethin' new
When it comes to this blang game, I'm a fool
It ain't nothin' like shinin'
Find me reclinin'
In somethin' new
When it comes to this blang game, I'm a fool

[Verse 2]
My piece and chain shines everywhere
Even in my dreams, I'm locked in a shine stare
I'm made in real life and made in my sleep
It's like I can't get away from my money
In reality, I got cars and houses
And a gang of bad gals that pull up they blouses
I got so much cash, clothes, and jewelry
That I could give my piece and haters still wouldn't feel me
I got so much money, it's almost like I stole somethin'
While snitches poppin' cheap champagne bottles, frontin'
I'm on another level
Foes wanna catch me for my Byzantine and my bezel
The dividends I make
Got me givin' high stakes
It's like I got eyes in the back of my head
For these clowns that wanna end up dead
For tryna get me for my bread
Did you hear what I said?
I don't care if you're hungry or fed
Try to snatch my chain, I'ma fill you with lead
I got too much value
To lose my life to man one of you
Cause it done got too good
So I'ma keep it goin' like I should
[Chorus]
It ain't nothin' like shinin'
Find me reclinin'
In somethin' new
When it comes to this blang game, I'm a fool
It ain't nothin' like shinin'
Find me reclinin'
In somethin' new
When it comes to this blang game, I'm a foolEmbed","[ 0.01200823  0.02731634  0.00685851 ...  0.01403073  0.02485797
 -0.01329807]",0.795721,0.7375784,0.78513986,0.7106682,Q1
Ursa Swag Major,"rsa Swag Major Lyrics[Chorus]
My swag major, cause I'm the top player
The one they can't fade, cause I got it made
My swag major, cause I'm the top player
The one they can't fade, cause I got it made
My swag major, cause I'm the top player
The one they can't fade, cause I got it made

[Verse]
I got wrapped in this money game
Now I'm wrapped in more bread than chicken wings
Yeah, and that's real talk
Cliques was askin' questions so I had to walk the walk
And talk the talk from all my cheese
Comp was mad cause I brought them down to they knees
I be's the realest with this funds game
I hit a stang, now things ain't the same
Something like cocaine:
If you know it's name, then you know your money gon' change
I go deranged if haters plug my name
You gon' be dead if you look here for a quick stang
I got top money on maintain
Meanwhile haters going insane
I came to be the realest in this thang swang
And if you wanna test the grind, then state your claim
In this money, I'm locked in
It done turned to one of my closest friends
I kept it real from day one (The one they can't fade)
And haters are mad cause I'm second to none (Cause I got it made)
It's a trip how haters be hatin'
I know in my heart that their hatred is blatant
I'm stakin' new hustles for new wins
Which means I stang on 'em time and time again
Money ain't nothing but a word
I hit a stang now it's something new that you heard
I let 'em know that my wins are unfadeable
And let 'em know that my swag is untradeableYou might also likeEmbed","[-0.00926751  0.04707417  0.01635708 ...  0.03623228  0.04837544
 -0.02406499]",0.65324545,0.6591355,0.5524801,0.47075114,Q2
Ot Tha Sky Money Fallin,"t Tha Sky Money Fallin Lyrics[Hook]
Let’s get to ballin’
Let’s get to shot callin’
Out the sky the cash fallin’
While these twenty inches crawlin’
Let’s get to ballin’
Let’s get to shot callin’
Out the sky the cash fallin’
While these twenty inches crawlin’

[Verse 1]
I’m the god of making cash
While niggas sayin’ they gon’ take my last
These haters pass more info than a encyclopedia
Gossiping marks, jealous of seein’ the
Cash I make and how I’m livin’ so [fly?]
So with these snitches, I don’t sympathize
[?] chumps off tha muscle
And I changed tha game up
I made it shuffle
New stangs to be hit
Are incoming
And if these fools run up
Then heat will be hummin’
From the [?]
I paid my price for fame
And it ain’t a man alive I let touch my name
They strategy [come?] best moderate
‘cause my destructive offense
Got me living first-rate
I just kick back and parlay
My life is like a bliss
I livin’ every day
You might also like[Hook]
Let’s get to mallin’
Let’s get to shot callin’
Out the sky the cash fallin’
While these twenty inches crawlin’
Let’s get to mallin’
Let’s get to shot callin’
Out the sky the cash fallin’
While these twenty inches crawlin’

[Verse 2]
Once again, let me reconfirm
I’m first in the win
And rivals never get a turn
As pretty ladies give me love signals
And these clowns ain’t got a nickel to they name
And that’s why me they loathe
I’m tha sender of tha hate cause my pockets stay swole
I’m mad on these cowards, I don’t treat them fairly
They can’t mall like me and they can barely
Maintain they own life
So they know they can’t handle me in a battle fight
After tha war, I recollect on the bout
And recount the mortal blows that I dished out
Competitors ain’t cool
They can only be enemies ‘cause they hate on you
But I got too much heart
To let these marks
Play a part
In my life
[Hook]
Let’s get to mallin’
Let’s get to shot callin’
Out the sky the cash fallin’
While these twenty inches crawlin’
Let’s get to mallin’
Let’s get to shot callin’
Out the sky the cash fallin’
While these twenty inches crawlin’Embed","[-0.01872578  0.03224547 -0.02816221 ... -0.01982411  0.01844535
  0.02330868]",0.77806515,0.7751425,0.70791584,0.64938474,Q1
