Name,Class,Artist,Title,Mapped_Words,Lyrics
MT0000045773,Q3,The_Who,They_Are_All_in_Love,"['misreable', 'sad', 'depressed', 'gloomy', 'bored', 'droopy', 'tired']","[Verse 1]
Where do you walk on sunny times
When the rivers gleam and the buildings shine
How do you feel going up hallowed halls
And the summer clothes brighten gloomy halls

[Chorus]
And they're all in love [x2]

[Verse 2]
Where do you fit in zzzzip magazine
Where the past is the hero and the present a queen
Just tell me right now where do you fit in
With blood in your eye and a passion for gin

[Chorus]

[Verse 3]
Hey, goodbye all you punks
Stay young and stay high
Hand me my checkbook
Then I'll crawl out to die
But like a woman in childbirth
Grown ugly in a flash
I've seen magic and pain
Now I'm recycling trash

[Chorus] [x2]"
MT0000048600,Q4,Elvis_Presley,“Green_Grass_of_Home,"['pleased', 'glad', 'serene', 'content', 'at ease', 'satisfied', 'relaxed', 'calm']","[Verse 1]
The old hometown looks the same
As I step down from the train
And there to meet me is my Mama and Papa
Down the road, I look and there runs Mary
Hair of gold and lips like cherries
It's good to touch the green, green grass of home

[Chorus]
Yes, they'll all come to meet me
All creatures smiling sweetly
It's good to touch the green, green grass of home

[Verse 2]
The old house is still standing
Though the paint is cracked and dry
And there's that old oak tree that I used to play on
Down the lane, I'll walk with my sweet Mary
Hair of gold and lips like cherries
It's good to touch the green, green grass of home

[Chorus]
Yes, they'll all come to meet me
Arms reaching, smiling sweetly
It's good to touch the green, green grass of home

[Verse 3]
Then I awake and look around me
Four gray walls surround me
And I realize I was only dreaming
There's a guard and there's a sad old padre
Arm and arm we'll walk at daybreak
Again I'll touch the green, green grass of home

[Chorus]
Yes, they'll all come to see me
In the shade of that old oak tree
As they lay me neath the green, green grass of home"
MT0000052463,Q2,Limp_Bizkit,Getcha_Groove_On,"['alarmed', 'tense', 'angry', 'afraid', 'annoyed', 'distressed', 'frustrated']","[Intro: Xzibit]
Yes, millenium shit
Limp Bizkit, ha, X to the Z, yeah, ha
Bringin' it live to you and yours
Ladies and gentlemen, ha, ha, ha
My homeboy, yo, get at 'em, dawg

[Hook: Fred Durst & (Xzibit)]
You don't wanna fuck with me today
'Cause a little somethin'-somethin' didn't go your way (yeah)
So, try not to be like that today
'Cause I'm a real motherfucker from 'round the way (come on!)
We don't give a fuck when we're rockin' the place
We're only givin' a fuck, if you're evadin' the space
So getcha-getcha groove on (gotta getcha groove on)
Don't keep us waitin' too long (don't keep us waitin' too long)

[Verse 1: Fred Durst]
Don't you treat me like a toy kid, do you enjoy this?
Every single second I'm alive, I'm a mess (yeah)
Got these laser-beam mic checks
Communicatin' through the Genelec
High-tech, keep you on the run now
Don't wanna be that guy, every single second I'm alive
I'm alive, I don't understand why
I got control, full of candy in your soul while
Pumpin' up the sweetness, this is what you need
Another little piece of me inside of you
'Cause you know that I always keep it true (keep it true)
And that's exactly what I do, it's what I do
Yeah, it's what I do

[Hook: Fred Durst & (Xzibit)]
You don't wanna fuck with me today
'Cause a little somethin'-somethin' didn't go your way
So, try not to be like that today
'Cause I'm a real motherfucker from 'round the way (come on!)
We don't give a fuck when we're rockin' the place (yeah)
We're only givin' a fuck, if you're evadin' the space
So getcha-getcha groove on (gotta getcha groove on)
Don't keep us waitin' too long (don't keep us waitin' too long)

[Verse 2: Xzibit]
I got breakneck delivery, no time for chivalry
Extraordinary ability, shit longevity
Dig deep in your soul and find yourself
'Cause mind control can turn y'all to someone else
So fast, your head had probably spinned the fuck right off
Me and Fred about to go half on Microsoft
Me and Limp prolly twenty percent (damn)
Your little half-ass, direct hits ain't even makin' a dent
What an event! All hail Xzibit and Limp
As we attempt to bring home the championship
It's all in the wrists, I still lead the league in assists
Gimme the fifth, I'm drinkin' while I'm takin' a piss, bitch

[Hook: Fred Durst & (Xzibit)]
You don't wanna fuck with me today (yeah)
'Cause a little somethin'-somethin' didn't go your way
So, try not to be like that today
'Cause I'm a real motherfucker from 'round the way (come on!)
We don't give a fuck when we're rockin' the place
We're only givin' a fuck, if you're evadin' the space
So getcha-getcha groove on (gotta getcha groove on)
Don't keep us waitin' too long (don't keep us waitin' too long)

[Verse 3: Xzibit]
I got untapped material, I serial-kill shit
Give me the real shit, X, finish 'em all quick
Makin' your jaw split when I'm touchin' the mosh pit
Constant conflict, knockin' faggots unconscious
Hypnosious, raisin' the stakes, increasin' the weight
Got homies I can lay down that lift they plates
So quit tryin' to evade my space
Before I call for a face to face, and gotta rest my case, like

[Verse 4: Fred Durst]
This is how we do it, just recognize (uh-huh), we keep gettin' right to it
Look into these eyes (yeah), look into these eyes
And you'll see the size of the flame (whoa)
Then you might despise the size of my game
Step the fuck back, Xzibit's on the track (what up?)
You should've buckled up before your head hit the dash (yeah)
You gotta hate that, a demo from an eight track (yeah)
Brought me to a place, where platinum comes in eight stacks, bitch

[Hook: Fred Durst & (Xzibit)]
You don't wanna fuck with me today
'Cause a little somethin'-somethin' didn't go your way (what up?)
So, try not to be like that today
'Cause I'm a real motherfucker from 'round the way (come on!)
We don't give a fuck when we're rockin' the place (aha)
We're only givin' a fuck, if you're evadin' the space
So getcha-getcha groove on (gotta getcha groove on)
Don't keep us waitin' too long (don't keep us waitin' too long)

[Bridge: Xzibit & (Fred Durst)]
(You don't wanna fuck with me today)
Huh, come on!
('Cause a little somethin'-somethin' didn't go your way)
Limp Bizkit, ladies and gentlemen!
(So, try not to be like that today)
Come on!
('Cause I'm a real motherfucker from 'round the way)
Yeah!
(We don't give a fuck when we're rockin' the place)
(We're only givin' a fuck, if you're evadin' the space)
(So getcha-getcha groove on)
Gotta getcha groove on
(Don't keep us waitin' too long)
Don't keep us waitin' too motherfuckin' long!

[Hook: Fred Durst & (Xzibit)]
You don't wanna fuck with me today
(yeah, brass!)
'Cause a little somethin'-somethin' didn't go your way
(yeah)
So, try not to be like that today
(Takin this shit over for motherfucking 2000, 2001)
'Cause I'm a real motherfucker from 'round the way
(Limp Bizkit, Mr. X to the Z, Xzibit)
We don't give a fuck when we're rockin' the place
(Kickin' a mudhole in you bitch-ass motherfuckers)
We're only givin' a fuck, if you're evadin' the space
(Yeah, ha!)
So getcha-getcha groove on
(It don't stop what)
Don't keep us waitin' too long
(It never stop, huh, like this, huh!)
You don't wanna fuck with me today
(Yeah, yeah, 2000)
'Cause a little somethin'-somethin' didn't go your way
(R.I.P. Roger Troutman)
So, try not to be like that today
(yeah, yeah, keep it)
'Cause I'm a real motherfucker from 'round the way
(keep it real)
We don't give a fuck when we're rockin' the place
(uh, yeah)
We're only givin' a fuck, if you're evadin' the space
(yeah, like that)
So getcha-getcha groove on
Don't keep us waitin' too long
(Drugs and alcohol)"
MT0000053935,Q1,Marvin Gaye,How_Sweet_It_Is_(To_Be_Loved_by_You),"['aroused', 'astonished', 'excited', 'delighted', 'happy']","[Chorus]
How sweet it is to be loved by you
Yes baby, ooh-ooh-ooh
How sweet it is to be loved by you
Ooh baby

[Verse 1]
I needed the shelter of someone's arms
And there you were
I needed someone to understand my ups and downs
And there you were
With sweet love and devotion
Deeply touching my emotion

[Pre-Chorus]
I want to stop (Stop) and thank you, baby
I just want to stop (Stop) and thank you, baby

[Chorus]
Hey now
How sweet it is to be loved by you
Oh baby
How sweet it is to be loved by you
Yes, it is

[Verse 2]
Close my eyes at night
And wonder where would I be without you in my life
Everything was just a bore
All the things I did, seems I've done 'em before
But you brightened up all of my days
With a love so sweet in so many ways

[Pre-Chorus]
I want to stop (Stop) and thank you, baby
I want to stop (Stop) and thank you, baby

[Chorus]
How sweet it is to be loved by you
Oh, yes, it is
How sweet it is to be loved by you
Yes, it is baby

[Bridge]
You were better to me than I've been to myself
For me, there's you and there ain't nobody else

[Pre-Chorus]
Stop (Stop) and thank you, baby
I just want to stop (Stop) and thank you, baby

[Outro]
How sweet it is to be loved by you
Tell the truth, baby
How sweet it is to be loved by you
Well, it's like sugar in my soul
How sweet it is to be loved by you
Oh, yes it is, baby"
MT0000054766,Q3,Blu_Cantrell,Breathe,"['misreable', 'sad', 'depressed', 'gloomy', 'bored', 'droopy', 'tired']","[Intro]
You might see me in the spotlight, looking like a pop star
You might see me in the spotlight, cause I'm kinda popular
You might see me in the spotlight, looking like a pop star
Husla baby, Husla baby..

[Verse 1]
Baby girl you keep talking, and all I hear is blah blah blah bla blah blah blah, blah blah blah bla blah blah blah
You already know what I came for, whachu gotta make me wait for? let's get straight to the point, your ex games so on point

[Chorus]
But your always in my ear you better leave it out baby, what's that supposed to be about baby? I take one puff and I breathe it out baby your getting on my last nerves those were my last words


[Verse 2]
She makes me mad and she loves it, batty so big make mе grab it up in public
But I had to choose [?]
Especially when shе had a few drinks and I'm mad that you think you can play these games with me, cause I can give it to you
So good till you can't forget, but you wanna sit here and play hard to get you never had it like this and even I know that make ya feet curl up and make ya eyes roll back, feet curl up and make ya eyes roll back (Mm) baby I ain't come for fooling I'm riding it bare chest Vladimir Putin

[Chorus]
You better leave it out baby, what's that supposed to be about baby? I take one puff and I breathe it out baby your getting on my last nerves those were my last words

[Verse 3]
You must be licked off Courvoisier
She got me like ""duttier duttier""
Don't disrespect me no more
Forget that, I don't wanna get friendly no more

But she don't know I'm a hood Jigga
Used to bang off my blow dryer
She don't know I was a go getter
And I was really in the streets brudda
But she don't know I'm a hood Jigga
Used to bang off my blow dryer
She don't know I was a Keg Flipper
And I was really in the streets brudda


You might see me in the spotlight, looking like a pop star
You might see me in the spotlight, cause I'm kinda popular
You might see me in the spotlight, looking like a pop star
You might see me in the spotlight...

[Chorus]
Your always in my ear you better leave it out baby, what's that supposed to be about baby? I take one puff and I breathe it out baby your getting on my last nerves those were my last words

[Outro]
She makes me mad and she loves it, batty so big make me grab it up in public
But I had to choose [?]
Especially when she had a few drinks and I'm mad that you think you can play these games with me..

Husla Husla baby, Husla Husla baby"
MT0000059269,Q3,Gene_Autry,Mexicali_Rose,"['misreable', 'sad', 'depressed', 'gloomy', 'bored', 'droopy', 'tired']","Mexicali rose, stop crying
I'll come back to you some sunny day
Every night you know that I'll be pining
Every hour of year while you're away

Dry those big brown eyes and smile dear
Banish all those tears and please don't cry
Kiss me once again and hold me
Mexico rose, goodbye

Mexicali rose, I'm leaving, don't feel blue
Mexicali rose, stop grieving, I love you
When the dove of love is winging through the blue
All the castles you've been building will come true"
MT0000063684,Q4,The_Byrds,You_Ain't_Goin'_Nowhere,"['pleased', 'glad', 'serene', 'content', 'at ease', 'satisfied', 'relaxed', 'calm']","Clouds so swift
Rain won't lift
Gate won't close
Railings froze
Get your mind off wintertime
You ain't goin' nowhere
Whoo-ee ride me high
Tomorrow's the day
My bride's gonna come
Oh, oh are we gonna fly
Down in the easy chair

I don't care
How many letters they send
Morning came and morning went
Pack up your money
Pick up your tent
You ain't goin' nowhere
Whoo-ee ride me high
Tomorrow's the day
My bride's gonna come
Oh, oh are we gonna fly
Down in the easy chair

Buy me a flute
And a gun that shoots
Tailgates and substitutes
Strap yourself
To a tree with roots
You ain't goin' nowhere
Whoo-ee ride me high
Tomorrow's the day
My bride's gonna come
Oh, oh are we gonna fly
Down in the easy chair

Now Genghis Kahn
He could not keep
All his kings
Supplied with sleep
We'll climb that hill no matter how steep
When we get up to it
Whoo-ee ride me high
Tomorrow's the day
My bride's gonna come
Oh, oh are we gonna fly
Down in the easy chair"
MT0000067251,Q3,Robert_Johnson,Terraplane_Blues,"['misreable', 'sad', 'depressed', 'gloomy', 'bored', 'droopy', 'tired']","And I feel so lonesome
You hear me when I moan
When I feel so lonesome
You hear me when I moan
Who been drivin' my Terraplane
For you since I been gone?
I'd said, ""I'll flash your lights, mama
Your horn won't even blow""
Somebody's been runnin'
My batteries down on this machine
I even flash my lights, mama
This horn won't even blow
Got a short in this connection
Hoo well, babe, it's way down below

I'm goin' heist your hood, mama
I'm bound to check your oil
I'm goin' heist your hood, mama
I'm bound to check your oil
I got a woman that I'm lovin'
Way down in Arkansas

Now, you know the coils ain't even buzzin'
Little generator won't get the spark
Motor's in a bad condition
You gotta have these batteries charged
But I'm cryin', please, please don't do me wrong
Who been drivin' my Terraplane
Now for you since I been gone
Mr. Highway Man, please don't block the road
Please, please don't block the road

Cause she's reachin' a cold one hundred
And I'm booked and I got to go
Yoo, you hear me weep and moan
Who been drivin' my Terraplane
Now for you since I been gone

I'm gon' get down in this connection
Keep on tanglin' with your wires
I'm gon' get down in this connection
Oh well, keep on tanglin' with these wires
And when I mash down on your little starter
Then your spark plug will give me fire"
MT0000082188,Q3,Elvis_Costello,Ive_Been_Wrong_Before,"['misreable', 'sad', 'depressed', 'gloomy', 'bored', 'droopy', 'tired']","[Verse 1]
The night we met
A night that I won't forget
You've seen what I've been waiting for
But baby, I've been wrong before

[Verse 2]
You held me tight
And everything seemed just right
I couldn't ask for more
But baby, I've been wrong before

[Bridge]
She used to smile at me and hold my hand like you do
Then she left me and broke my heart in two

[Verse 3]
See her face
And feel your warm embrace
You're all that I adore
But baby, I've been wrong before
Oh baby, I've been wrong before"
MT0000086428,Q3,Billy_Joel,I've_Love_These_Days,"['misreable', 'sad', 'depressed', 'gloomy', 'bored', 'droopy', 'tired']",
MT0000090550,Q4,Blur,Battery_in_Your_Leg,"['pleased', 'glad', 'serene', 'content', 'at ease', 'satisfied', 'relaxed', 'calm']","[Verse 1]
This is a ballad for the good times
So put a battery in your leg
Put a rock beat over anything
Get it stuck there in your head
You can be with me

[Verse 2]
I got nothing to rely on
I've broken every bone
Everybody's stopped believing
But you know you're not alone
You can be with me

[Verse 3]
This is a ballad for the good times
And all the dignity we had
Don't get het up on the evil things
You ain't coming back
You can be with me
If you want to be
You can be with me"
MT0000091401,Q1,Carl_Perkins,Pink_Pedal_Pushers,"['aroused', 'astonished', 'excited', 'delighted', 'happy']","Well, she goes struttin' down the street In her sophisticated style
The way she's dressed was a knocking 'em wild
The cats started gazing till they called her out
Her pink pedal pushers was a-knocking 'em out
She wears a-pink pedal pushers, pink pedal pushers
Her pink pedal pushers has made her the queen of them all

She goes drivin' down the street in her brand new car
The cats started gazin' from near and far
She don't cause commotion till she steps outside
The cats get hip and holler, ooh-ooh man alive
She's wearin' pink pedal pushers, pink pedal pushers
Pink pedal pushers has made her the queen of them all

(Ooh wop a do)
Pink pedal pushers has made her the queen of the mall

She got the number one phones to high school hop
The older folks said she got to favor the mob
She's got more than I've ever had
She's a rock 'n' roll ditty with a brand new fad
She wears a-pink pedal pushers, pink pedal pushers
Pink pedal pushers has made her the queen of them all

Well, they gave her a part in a high school play
They all chose her to play the old may
Curtain call had the crowd off the floor
Her pink pedal pusher, they stole the show
She wears a-pink pedal pushers, pink pedal pushers
Pink pedal pushers has made her the queen of them all

(How does she go, pop)
Pink pedal pushers has made her the queen of the mall"
MT0000091781,Q3,Marianne_Faithfull,Love_in_the_Afternoon,"['misreable', 'sad', 'depressed', 'gloomy', 'bored', 'droopy', 'tired']","It's getting dark outside
Daytime is done
The lights along the river come up
One by one
Let's make love again
We got time
I am yours
You are mine

It's getting dark outside
I have to go
Don't want my husband
Or my friends to know
Zip up my dress
I can't find my shoes
Don't fall in love with me
Too much to lose

The kids are home by now
Have to think fast
I really think this afternoon
Must be the last
Don't say anything
Don't turn on the light
Thanks for loving me
Call you tonight"
MT0000092637,Q3,Ella_Fitzgerald,Cryin'_Mood,"['misreable', 'sad', 'depressed', 'gloomy', 'bored', 'droopy', 'tired']","[Verse 1]
Woe is me
I'm as blue as anyone can be
I feel like a weepin' willow tree
I'm in a cryin' mood

[Verse 2]
Pair by pair
I see happy lovers everywhere
But the one I love don't seem to care
I'm in a cryin' mood

[Chorus]
Each day I'm by my own-some
Blue Mondays rain or shine
I'll say this world is lonesome
I'm just the lonesome kind

[Verse 3]
Why, oh, why
Did he have to go and say goodbye?
Seems the moon is low, and so am I
I'm in a cryin' mood

[Instrumental Break]

[Chorus]
Each day I'm by my own-some
Blue Mondays rain or shine
I'll say this world is lonesome
I'm just the lonesome kind

[Verse 3]
Oh, why, oh, why
Did he have to go and say goodbye?
Seems the moon is low and so am I
I'm in a cryin' mood"
MT0000095414,Q3,Nelly_Furtado,Onde_Estas,"['misreable', 'sad', 'depressed', 'gloomy', 'bored', 'droopy', 'tired']","[Letra de ""Onde Estás""]

[Refrão]
Nas horas do dia
Nas horas do dia
Espero a noite
Espero a noite

[Verso 1]
Vejo as ondas a passar pelo mar
Vejo as ondas a passar pelo mar

[Refrão]
Nas horas do dia
Nas horas do dia
Espero a noite
Espero a noite

[Verso 2]
Vejo estrelas gritar seu nome pelo ar
Vejo estrelas gritar seu nome pelo ar

[Refrão]
Nas horas do dia
Nas horas do dia
Fecho meus olhos
Fecho meus olhos

[Verso 3]
Vou pelos campos a perguntar onde estás
Vou pelos campos a perguntar onde estás

[Outro]
Onde estás, onde estás, onde estás, onde estás"
MT0000103049,Q4,Patsy_Cline,Just_a_Closer_Walk_With_Thee,"['pleased', 'glad', 'serene', 'content', 'at ease', 'satisfied', 'relaxed', 'calm']","I am weak but thou art strong
Jesus, keep me from all wrong
I'll be satisfied as long
As I walk, let me walk close to Thee

Just a closer walk with thee
Grant it, Jesus, is my plea
Daily walking close to thee
Let it be, dear Lord, let it be

And when my feeble life is o'er
And time for me shall be no more
Guide me gently, safely o'er
To thy kingdom's shore, to thy shore

Just a closer walk with thee
Grant it, Jesus, is my plea
Daily walking close to thee
Let it be, dear Lord, let it be
(Just a closer walk with Thee)"
MT0000103874,Q1,The_Oak_Ridge_Boys,Love_Song,"['aroused', 'astonished', 'excited', 'delighted', 'happy']","Tell you why I called on you
This is what we're gonna do
Take this lovely gift of love
Sent to us from Heaven above

I said baby, I think that we can help each other to see, oh yeah
We've made this life that we're living
Seem more like it's supposed to be

Well every man should have a good woman
Every woman should have a good man
Won't you stand along beside me
Let me do the best I can
Take each other's heart in hand

I want to sing just a little love song
I want to sing to you for a little while
Back up and toe the line for you
I want to be your all in all

I want to sing just a little love song
I want to sing to you for a little while
Back up and toe the line for you
I want to be your all in all

Bless you baby, I love you so
Love from whom all blessings flow
Me to you and you to me
This is how it's gonna be

I said baby we're gonna know the joy
The years can bring oh yes we will
And every time I think about it
I just want to lift my heart and sing, one more time

Oh every man should have a good woman
Every woman should have a good man
Won't you stand along beside me
Let me do the best I can
Take each other's heart in hand

I want to sing just a little love song
I want to sing to you for a little while
Back up and toe the line for you
I want to be your all in all

I want to sing just a little love song
I want to sing to you for a little while
Back up and toe the line for you
I want to be your all in all

I want to sing just a little love song
I want to sing to you for a little while
Back up and toe the line for you
I want to be your all in all

I want to sing just a little love song
I want to sing to you for a little while
Back up and toe the line for you
I want to be your all in all
In all, in all, in all"
